CROPS,SOIL_PH,TEMP,RELATIVE_HUMIDITY,N,P,K
muskmelon,7.2,30.5,81.9,92.8,56.4,91.9
muskmelon,7.3,25.5,76.9,118.4,49,91
muskmelon,6.8,30.3,75.9,90.4,51.9,75.5
muskmelon,6.8,25.2,79.8,104.6,53.4,66.4
muskmelon,6.7,31.2,80.5,92.6,58.4,61.6
muskmelon,6.5,28.3,78.1,116.3,43.6,77.6
muskmelon,6.8,27.6,75.7,112.8,48.9,67.9
muskmelon,6.9,25,76.2,92.7,52.5,97.7
muskmelon,7.1,27.4,80.9,109.4,51,80.7
muskmelon,7.1,29.3,84.5,81.6,40.9,76.7
muskmelon,7,25.7,82,82.4,41.8,66.7
muskmelon,7.1,32.5,81,92,59.7,77.9
muskmelon,7.4,32.7,79.6,104.8,47.3,84.7
muskmelon,7,33.1,80.9,94.7,55.9,94.1
muskmelon,6.8,33.6,81.6,85.6,53.2,88.9
muskmelon,6.5,33.9,83.2,94.7,43.2,99.2
muskmelon,7,31,78.3,101.6,40.4,67.4
muskmelon,7.2,27.9,84.3,113.2,58.9,72
muskmelon,7.3,33.7,81.4,97.2,58.2,79.5
muskmelon,7.2,35,84.3,120,57.9,61.6
muskmelon,7.5,28.1,83,80.6,43.4,65.9
muskmelon,6.5,33.4,81.4,91.7,54.9,84.1
muskmelon,6.6,28.4,79.3,85,40.3,74.8
muskmelon,6.8,30.8,83.5,91.9,45.1,68.2
muskmelon,7.2,28.1,75.3,87.1,42.6,76.7
muskmelon,6.8,32.8,84.3,90.2,57.1,79.4
muskmelon,7.1,32.7,78,96,48.1,72.4
muskmelon,6.7,29.9,83.5,118.3,46.3,95.3
muskmelon,7,25.5,75.5,88.8,51,88.5
muskmelon,6.7,28.8,78.1,93.6,43.5,78.8
muskmelon,7.3,27.2,79.5,92.9,52.5,91.6
muskmelon,7.2,30.4,77.4,98.2,46.6,68.1
muskmelon,6.5,34,80.8,100,45.3,87.1
muskmelon,7.2,26.6,81.6,94.3,42,76.6
muskmelon,7,32.6,80.4,87.3,49.3,83.5
muskmelon,6.5,32.7,81,85.5,59.8,68.3
muskmelon,7.4,25.1,78.7,92.8,44.1,90.9
muskmelon,7.2,29.2,75.8,90.9,47.1,76.1
muskmelon,7.1,28.3,84.3,86.1,45.8,63.5
muskmelon,7.3,25.3,79.3,104.6,54.6,65.5
muskmelon,6.6,27,80.3,83.1,44.5,95.5
muskmelon,6.5,26.7,83.7,114.6,42.7,69.7
muskmelon,6.6,31.1,75.4,94.7,49.4,73.8
muskmelon,7,30.3,75.1,101,42,64.9
muskmelon,6.5,32.3,79.8,95.3,51.4,62.8
muskmelon,7.4,26.8,81.7,109.1,50.2,68.4
muskmelon,6.6,33.7,82.9,113,56.3,83.2
muskmelon,6.8,30.5,77.8,95,50.2,74.9
muskmelon,6.6,28.2,78.9,117.2,58.9,64.6
muskmelon,7.4,32.1,80.4,93,42.6,71.6
muskmelon,6.7,34,76.2,93.2,45.8,81
muskmelon,6.8,30.7,81.7,98,47.5,89.1
muskmelon,6.6,31,84.6,97.9,56.3,89.1
muskmelon,6.5,26.1,83.4,113.3,59,71
muskmelon,6.8,33.7,84.6,80.9,53.2,77.9
muskmelon,7.5,34.7,75.2,91.2,52.2,97.5
muskmelon,7.1,25.9,82.5,93.2,43.3,60.8
muskmelon,6.6,25.5,77.3,106.7,45.6,89.1
muskmelon,7.4,27.5,79.4,98.8,59.2,85.7
muskmelon,7.5,33.5,83.1,85.9,59.3,84.2
muskmelon,6.8,25,84.5,109.9,45.3,85
muskmelon,6.8,32.7,77.2,97.3,47.4,74.4
muskmelon,6.8,26,80.9,94.3,42.5,93.3
muskmelon,6.7,27.8,76.7,102.8,42.9,72.5
muskmelon,6.9,31.7,75.1,106,47.4,62.1
muskmelon,7.1,33.3,79.2,110.4,59.5,79.8
muskmelon,7.1,29.2,79.1,108.3,47,91.2
muskmelon,6.9,28,78.8,103,54.1,96.1
muskmelon,6.7,32.8,80.6,82.1,41.7,60.9
muskmelon,6.6,26.6,79.6,92.8,57,89.1
muskmelon,6.8,26.2,80.4,83.7,47,75.6
muskmelon,6.5,25.3,84.6,83.1,56.6,95.6
muskmelon,7,30.4,75.2,89.8,55.9,95.9
muskmelon,7.5,32.8,81.3,101.7,51.2,63.8
muskmelon,6.9,34.6,80.5,95.9,50.6,73.6
muskmelon,7.4,32.5,83.2,85.9,50.9,91.9
muskmelon,6.7,31.4,77.1,94.7,55.4,82.5
muskmelon,7.3,30.1,83.7,96.8,55.7,88.1
muskmelon,7.3,26.8,75.1,116.7,42.5,84
muskmelon,6.8,33.5,79.2,101.6,42.8,90.7
muskmelon,6.8,29.1,82.5,118.1,52.9,90.7
muskmelon,7.3,31,80.1,117.3,57.5,76.9
muskmelon,6.9,33.9,76.7,109.6,44,66.2
muskmelon,6.8,32.5,81.8,101.1,53.6,99.9
muskmelon,6.5,33.1,79.6,115.6,48.5,94.5
muskmelon,7,27.6,81.6,107.6,57.6,92.1
muskmelon,7.3,25.9,75.3,109.7,53.3,74.7
muskmelon,6.9,28.1,75.4,105.1,54.4,96.4
muskmelon,7.1,26.7,75.9,83,50.4,97.9
muskmelon,6.6,30.6,76.5,91.3,45.4,64.2
muskmelon,7.2,34.3,83.6,119.6,53.5,97.5
muskmelon,6.5,33,75.5,91.1,43.9,90.6
muskmelon,7.1,26.8,84.8,87.5,40.5,95.4
muskmelon,7,34.2,79.4,95,50.8,80.7
muskmelon,7.3,34.4,81.6,98.8,46.7,78.9
muskmelon,7.2,31.5,81.2,81.3,48.8,75.2
muskmelon,7.4,33.9,78.5,119.9,59.7,67.2
muskmelon,7.5,32.6,76.2,114.6,56.2,60.2
muskmelon,6.9,32.5,76.1,101.6,45.7,68.2
muskmelon,7.1,29.8,81.5,95.5,47,95.1
muskmelon,6.7,32.4,81.2,107.9,47,64
muskmelon,7.2,27.1,75.4,113.4,41,93.6
muskmelon,7.3,28.7,81.6,110,47.8,65.7
muskmelon,7.1,29.5,84.8,103.4,58.1,65.3
muskmelon,7,30.6,81.3,86.7,50.5,93.5
muskmelon,7.1,34.5,81.9,89.3,49.7,87.8
muskmelon,7,30.6,83.6,110.4,59.6,85.3
muskmelon,7.1,31,81,116.3,47.1,96.6
muskmelon,7.1,25.4,81.5,95.8,52.9,84.1
muskmelon,6.5,32.4,82.7,117.9,41.4,63.3
muskmelon,6.9,32.7,78.5,90.6,59.8,90.7
muskmelon,7,30.5,83.4,86.7,51.8,90.4
muskmelon,7.4,29.4,76.3,109.7,53.4,74.3
muskmelon,6.8,32.6,81.5,94.3,50.9,72.7
muskmelon,6.9,29.5,84.7,101.4,48.7,84.2
muskmelon,6.6,26.8,84.7,85.7,58.9,96.3
muskmelon,7.2,31.8,75.9,115.6,52,84.8
muskmelon,7.4,31.8,76.3,96.9,48.3,99.2
muskmelon,6.5,32.7,83.7,113.2,58.3,70.1
muskmelon,6.5,33.9,81.3,81.7,46.2,77.9
muskmelon,7.3,29.6,79.3,82.6,43.3,65.2
muskmelon,6.7,31.1,75.3,111.2,40.8,73.9
muskmelon,7.4,29.1,82.6,109.6,56.5,99
muskmelon,7.3,26.8,85,85.2,47.3,91.8
muskmelon,6.8,30.1,82.1,106.4,57.7,73.6
muskmelon,7.3,25.1,83.6,91.5,42.6,74.1
muskmelon,6.7,26.9,78.2,110.5,54.3,73.4
muskmelon,7.5,34,77.1,87.6,59.4,95.8
muskmelon,7,33.5,82.5,94.3,51.3,76.9
muskmelon,7.4,27.5,80.8,93.6,46.8,99.5
muskmelon,6.9,32.7,78.7,99.5,57.6,79.5
muskmelon,7,26.6,84.1,113.5,57.3,90.5
muskmelon,6.7,35,81.5,113,58,84.1
muskmelon,7,33.8,80.7,116.1,43.9,92.4
muskmelon,6.7,34.6,79.1,112.3,44.4,68.2
muskmelon,7.2,27.4,78.2,110.7,44.6,91.8
muskmelon,7.3,28.9,82,109.4,45.6,73.1
muskmelon,6.8,27.4,80.9,91.2,43,66.5
muskmelon,7.4,33.5,79.2,104.9,54.8,89
muskmelon,6.6,28.6,79.5,104.4,40.7,67.9
muskmelon,7.1,28.9,84.4,102.2,44.9,87.1
muskmelon,7,31.8,84.6,93.9,43.2,72.4
muskmelon,6.8,31.8,83.2,89.3,45.5,94.3
muskmelon,7,34.8,78.8,84.8,47.5,77.7
muskmelon,7.3,26,83.7,80.4,57.1,81.3
muskmelon,7.1,30.1,82,90.3,52.9,73.9
muskmelon,6.6,27.1,77.3,82.9,53.7,90.6
muskmelon,6.9,32.4,76.4,103.5,48.3,97.7
muskmelon,7.2,25.7,84.5,80.2,43.4,79.1
muskmelon,7,25.7,83,81.1,42.6,90.2
muskmelon,6.6,32.4,77.2,87.3,45.7,71.9
muskmelon,7.1,25.8,82,86.3,48.2,77.6
muskmelon,7.1,28,84,91.9,40.3,85.9
muskmelon,7.3,30.1,84.5,110.1,45.1,97.9
muskmelon,6.6,30.7,79.6,82.4,45.5,94.5
muskmelon,7.4,27.7,77.5,114.3,54.1,88.8
muskmelon,6.8,26.6,77.6,117,47.1,87
muskmelon,6.6,29.6,77.6,109.8,41.6,60.5
muskmelon,6.5,33.4,84.4,85.5,56,91.4
muskmelon,7,32,80.1,112.9,54.5,80.1
muskmelon,7.3,32.1,84.9,89.3,42,74.2
muskmelon,6.9,27.6,81.9,100.9,53,72.4
muskmelon,6.5,26.1,84.3,103.4,52.1,77.4
muskmelon,7.5,34.3,83.6,109.3,57.7,68.9
muskmelon,6.5,29.2,78.9,106.5,52.9,68.8
muskmelon,6.8,28.6,75.5,107.1,42.6,88.5
muskmelon,7.2,31.6,83.5,92,57.8,66.3
muskmelon,6.6,28.6,76.3,98.1,53.6,81.1
muskmelon,7.2,30.9,75.4,93.6,43.3,60.9
muskmelon,7.1,29.3,77.9,118.4,54.5,78.3
muskmelon,7.3,26.1,76.1,98.8,57.7,80.2
muskmelon,6.9,33.8,82.8,104.4,58.5,67.7
muskmelon,7.4,30.9,80.9,113,54.5,86.3
muskmelon,7.2,33,83.8,85,59.2,88.3
muskmelon,7,30.4,81.9,114.7,51.6,94.6
muskmelon,7.1,26.6,82.5,97.1,57.9,99.7
muskmelon,7.1,34.4,79.9,109,52,89.8
muskmelon,7.4,31.9,81.5,82.6,58.3,62.9
muskmelon,6.9,34.5,77.9,101.3,53.1,99.7
muskmelon,7,29.6,78.7,95.9,41,84.4
muskmelon,6.7,34.7,79.4,94.4,45.5,92.8
muskmelon,6.6,25.6,78.3,117.9,44.6,81.2
muskmelon,6.7,33.7,80,100.2,56,82.9
muskmelon,7.2,32.5,76.6,93,48.1,85.8
muskmelon,6.7,25.9,77.6,98.4,53.8,87.5
muskmelon,6.7,34,75.6,107.5,58.5,78.8
muskmelon,6.9,29,78.6,88.5,44.3,88.7
muskmelon,6.6,31.9,83.1,117.6,40.1,99.3
muskmelon,7.4,27.4,78,86.1,47.8,62.2
muskmelon,7,32,75.4,83.9,42.1,91.5
muskmelon,7,28.4,84.1,102.6,41.8,81.8
muskmelon,7.5,32.5,84.2,88.1,53.6,82.9
muskmelon,6.8,32.2,84,85.6,57.8,67.5
muskmelon,7.2,28.2,75.5,114.5,44.7,68.8
muskmelon,7.5,32.5,77.7,115.8,51.7,89.3
muskmelon,7.3,31.3,78.7,113.7,41.7,67.4
muskmelon,7.1,29.9,78.4,90.7,47.6,90.5
muskmelon,7.2,27.1,81.9,116,48.6,87.7
muskmelon,7.5,29.9,76.8,89.5,56.6,84.1
muskmelon,6.6,29.6,81,104,49.7,62.6
muskmelon,6.6,32.2,82.5,114.5,50.3,66.6
muskmelon,7.2,25.1,76.7,104,48.4,80.7
muskmelon,6.8,31.2,84.3,84.1,46.4,77.9
muskmelon,7,27.8,84.4,95.1,55.9,68.1
muskmelon,6.6,28,80.5,99.3,58.1,90.4
muskmelon,6.8,26.2,76.9,88.7,58.9,68.4
muskmelon,7.2,33.6,82.8,102.3,51.7,80.4
muskmelon,6.5,33.3,84.4,89.9,58.2,97.8
muskmelon,7,26.4,84.9,107.7,53.5,86.5
muskmelon,7,34.8,82.6,96,43.4,96.9
muskmelon,7.1,28.9,79.9,110.8,55.3,87.4
muskmelon,6.9,29,80.9,103.4,59.9,69.2
muskmelon,6.7,32,75.1,85,43.2,70.1
muskmelon,6.8,27.1,78.6,96.2,54.2,75.5
muskmelon,6.8,27,75.2,97.2,45.5,75.5
muskmelon,7.3,34.2,82.7,83.8,59.7,76.9
muskmelon,7.1,28.4,83.7,109.5,55.2,86.2
muskmelon,6.8,34.4,80.1,89.7,41.4,96.1
muskmelon,7.5,34,77.6,98.3,55,99.2
muskmelon,6.7,25.9,77,85.7,42.3,96.3
muskmelon,6.8,26.3,83.4,81.2,47.2,70.2
muskmelon,7.3,25.3,81.3,118.7,41,72.4
muskmelon,7.4,27.8,81.8,95.5,51.6,87.8
muskmelon,6.8,30.2,81.3,108,55.9,73.8
muskmelon,6.6,30.5,83.2,86.5,41,64.9
muskmelon,7.2,31.3,79.9,107.3,46.1,63.7
muskmelon,7.5,26.3,76.6,104.5,52.6,60.2
muskmelon,7.5,31.7,76,81,46.1,77.5
muskmelon,7.4,26.3,79.5,107.9,60,96.5
muskmelon,7.1,25.9,78,102.6,52.9,96.5
muskmelon,7.3,30.6,80.5,118.4,54.9,76.5
muskmelon,7.3,32.6,80.7,114.2,58.8,85.5
muskmelon,7.1,26.4,80.1,95.4,49.3,92.7
muskmelon,7,26.3,83.9,105.8,56,67
muskmelon,6.6,33.1,76.6,97.1,47.6,66.1
muskmelon,7.2,33.6,79.2,92,50.2,63
muskmelon,6.8,29.5,79.5,110.8,40.9,90.6
muskmelon,7.4,31.4,75.5,115.4,48.5,76.5
muskmelon,7.3,34.1,79.1,116.9,47.9,66.7
muskmelon,6.7,27.4,75.2,89.6,45.2,88.1
muskmelon,7.3,27.5,79.7,87.8,53.7,73
muskmelon,6.9,34.6,84.8,95.3,52,75.9
muskmelon,6.6,32.6,83.6,104.1,45.4,74.9
muskmelon,6.6,33.9,76.8,89.2,50.2,80.8
muskmelon,6.6,29.3,76.4,105.2,51.5,88.5
muskmelon,6.6,31.8,76.1,106.8,42.7,74.7
muskmelon,7.3,28.6,76.9,102.8,45.5,95.7
muskmelon,7.4,31.5,84.6,90.3,54.5,65.9
muskmelon,6.6,25.2,85,117.6,50.5,62
muskmelon,7.4,30.9,79.6,113.3,43.6,62.2
muskmelon,6.7,25.3,79.3,115.2,59.9,67.9
muskmelon,6.7,27.7,83.9,84.6,43.1,79.3
muskmelon,6.6,31.9,82.1,85.8,44.5,93.2
muskmelon,6.9,34.1,84.1,103.9,51.8,90.6
muskmelon,6.6,28.2,84.4,91.2,47.1,84.7
muskmelon,7,29.7,80,100.1,47,92.8
muskmelon,6.7,27.5,79.7,110,43.1,92.5
muskmelon,7.4,32.8,75.1,93.1,48.6,96.6
muskmelon,6.5,26.2,84,118.2,42.9,68.9
muskmelon,7.3,26.5,84.7,97.8,40.5,94.6
muskmelon,6.9,28.2,84.6,99.5,45.3,64.3
muskmelon,7.5,31.1,80.4,117.2,44.1,66.1
muskmelon,7.1,27.9,78.2,111.4,40.6,93.3
muskmelon,6.8,33.5,75.4,85.1,48.3,81.6
muskmelon,7.5,26.7,79,113,53.8,68.2
muskmelon,6.7,30.5,84.5,115.1,48.7,84.8
muskmelon,6.7,30.1,75.8,110.1,54.7,75.8
muskmelon,6.8,25.4,81.7,118.6,56.4,74.4
muskmelon,6.8,27.2,77.5,88.2,48.2,81.8
muskmelon,7.3,33.3,77.5,80.2,58.4,60.9
muskmelon,6.8,34.1,77.3,82.9,45.4,88.2
muskmelon,7.1,25.1,77.6,106.9,45.5,70.2
muskmelon,7.3,25.5,79.4,98.4,54.5,84.5
muskmelon,7.3,32,79.5,81.7,47,65.1
muskmelon,7.2,25.8,83.5,117.9,51.8,88.6
muskmelon,7.1,25.3,76,102.1,41.4,67.2
muskmelon,7,26.3,81.6,87.8,50.7,74.2
muskmelon,6.9,25.8,76,106.2,44.5,67.3
muskmelon,6.6,27.9,84.1,114.7,43.2,65.9
muskmelon,6.7,26.9,78.8,93.3,44.2,72.9
muskmelon,7,34.2,82.4,115.4,43,67.3
muskmelon,7,31.8,80.3,103.7,51.2,70.4
muskmelon,6.6,32.6,83.8,114.7,60,81
muskmelon,7.2,26.4,78.7,81.6,54.5,88.8
muskmelon,7.4,26.1,83.5,100.7,49.4,79.1
muskmelon,6.5,29.3,83.8,86.5,54.1,97.1
muskmelon,7.3,27.5,79.2,110.2,54.3,99.6
muskmelon,7.4,34.6,81.4,92.6,40.6,98
muskmelon,7.3,33.6,77.3,85.3,47.9,78.5
muskmelon,6.5,28.1,79.2,81.7,51.1,88.4
muskmelon,6.9,29.3,77.1,100.3,56.8,60.4
muskmelon,7.2,26.3,79.6,89.1,43.4,64.4
muskmelon,7.4,31.5,83.7,104,53.8,86
muskmelon,7.1,26.9,78.8,96.3,46.1,90.8
muskmelon,7,26,76.5,116.4,54.4,82.9
muskmelon,7.4,35,78.9,115.6,58.2,81.1
muskmelon,7.2,25.6,79.5,108.4,54.3,85.3
muskmelon,7,32.3,79.7,115.6,47,64.9
muskmelon,7.1,32.1,83.8,92.2,40.7,95.7
muskmelon,6.9,25.6,79.4,111.8,52.7,77.2
muskmelon,7.3,26.9,76.6,94.5,51,77.7
muskmelon,7,32.9,76.4,106.6,42.7,80.3
muskmelon,6.9,35,81.7,118.1,48.7,61.8
muskmelon,6.8,28.3,77.9,116.9,41.4,79.7
muskmelon,6.7,28.1,75.4,82.1,51.9,71.6
muskmelon,7.4,33.9,75.8,99.1,59.4,88.5
muskmelon,6.6,35,77.5,97.6,45.2,90
muskmelon,7.2,30.3,78.8,109.8,56.6,60.1
muskmelon,7,30,77.6,103.4,44.5,97.7
muskmelon,6.5,31.8,80.6,109.5,58.8,94.1
muskmelon,7.4,28.9,83.1,92.4,44.3,62.2
muskmelon,7.3,30.2,76.3,118.6,59.8,75
muskmelon,7.5,26.8,76.2,116.6,57.7,92
muskmelon,6.9,30.9,83.4,83.5,44.4,78.7
muskmelon,6.6,25.5,77.2,106.2,46.2,85.1
muskmelon,7.3,32.8,75.8,113.2,55.9,64.8
muskmelon,7.3,34.3,78,112.5,52.5,97.6
muskmelon,7.3,32.5,81.1,117.9,49.8,92.1
muskmelon,6.6,27.3,80,104.6,43.8,73
muskmelon,7.5,28.8,79.3,108.5,41.8,97.6
muskmelon,7.4,26.5,82.6,119.1,51.1,81
muskmelon,6.6,30.2,84.9,106.7,42.9,94.8
muskmelon,7.3,27.1,82,86,53.4,91.3
muskmelon,7,28.2,82.3,95.3,55.1,86.2
muskmelon,7.3,25.9,84.7,117.9,40.6,78.5
muskmelon,7.2,34.5,83,94.1,44.3,93.2
muskmelon,6.7,27.3,84.2,88.8,50.4,71.4
muskmelon,7.2,30.5,84.4,109.8,45.8,93
muskmelon,6.9,25.2,84.6,94.2,42.5,99.8
muskmelon,7.5,30.5,77.8,83.9,58.1,89
muskmelon,6.8,30.2,76.7,107,42.9,66.1
muskmelon,7.2,28.4,79,87.4,48.8,63.4
muskmelon,6.7,30.3,79,104.1,44.7,84.5
muskmelon,6.9,26.2,80.1,93.4,56.8,86.3
muskmelon,7.1,27,75.1,98.9,41.9,77.5
muskmelon,7.4,32.9,84.2,103,48.8,73.8
muskmelon,6.5,29.4,76.7,113.6,55.5,69.4
muskmelon,7.4,25.5,83.2,112.4,50.8,83.3
muskmelon,7.2,29.7,76.5,106.9,52,90.1
muskmelon,6.8,26,76.5,89.6,40.1,95.1
muskmelon,7.4,31.1,81.6,106.5,56.5,82
muskmelon,7.2,26.2,81.2,107.1,40.3,91
muskmelon,7.2,34.1,75.2,87.1,45.7,85.2
muskmelon,6.9,26.1,75.3,112.1,54.6,88.5
muskmelon,7.1,30.2,82.4,82.2,51.6,78.8
muskmelon,6.5,33.8,83,107.3,49.4,70.9
muskmelon,6.5,27.1,81.4,115,56.6,73
muskmelon,7.4,26.5,75.8,100.8,49.7,76.1
muskmelon,7.3,34.7,77.1,81,55,82.3
muskmelon,7.4,25.6,77.9,96.6,47.2,60.2
muskmelon,6.7,28.4,82.4,113.1,41.5,95.3
muskmelon,6.8,32.3,80.8,104.7,49,97.6
muskmelon,7.3,32.3,84.6,112.5,51.9,80.9
muskmelon,6.5,25.5,80.7,86.3,51.3,66.6
muskmelon,7.3,31.1,77,83.6,44.3,89.5
muskmelon,7.2,26,81.4,118.9,54.4,97.4
muskmelon,6.5,27,80,106.4,49.2,75.6
muskmelon,7.1,31.4,81,112.6,51.7,99.5
muskmelon,7.5,33.3,84.9,119.4,50.7,68.6
muskmelon,6.9,33.5,84.7,94.4,49.9,98.8
muskmelon,6.5,25.7,78.2,95.2,52,93.8
muskmelon,7.1,34,76.8,90.2,51.5,74.3
muskmelon,7.5,25.3,84.6,101.9,57.2,68.4
muskmelon,7.2,29.2,79.1,114.6,47.6,76.7
muskmelon,6.7,31.7,84.5,117.6,43.8,96.8
muskmelon,7.1,27.6,84.5,101.4,45.3,100
muskmelon,6.8,29.9,76.4,100.7,47.4,75.7
muskmelon,6.8,30.5,80.6,104.1,54.7,91.3
muskmelon,6.6,33.2,81.9,94.6,57.9,84.6
muskmelon,7.4,26.3,82.3,83.9,55.6,86.6
muskmelon,6.7,30,81.4,85.7,46.2,77.8
muskmelon,6.8,31.5,81.6,113.7,44.1,85.8
muskmelon,7.4,33.2,78.1,107.7,53.1,84.1
muskmelon,6.7,28.6,82.1,97.9,51.9,99.7
muskmelon,7,31.3,77.4,86.8,44.5,60.2
muskmelon,6.7,29.4,80.7,118.3,59,67.3
muskmelon,6.8,26.9,78.6,108.9,42.9,90.6
muskmelon,7.4,27.2,82.1,81.4,54.7,72.3
muskmelon,6.6,28.2,84.3,81.7,51.2,64.1
muskmelon,7.3,34.2,77.5,90.4,51.6,76.8
muskmelon,6.9,35,82.7,89.2,41.3,63.4
muskmelon,7,34.7,75,117.2,58.5,99.5
muskmelon,6.7,26.8,82.6,93.6,46,68
muskmelon,6.7,32.2,80.4,86.9,50.8,72.1
muskmelon,7.3,25.3,79.7,114.5,43.4,62.2
muskmelon,7.2,30.4,80.2,118.4,48,73.9
muskmelon,6.5,29,83.8,110.1,45.7,63.2
muskmelon,6.9,33.6,77.7,116.3,46.2,97.8
muskmelon,7.4,32.4,81.6,96.3,52.3,88.8
muskmelon,6.7,27.6,83.5,95.5,59.4,94.2
muskmelon,6.7,34.5,82.3,105,55.4,92
muskmelon,6.7,34.9,77.7,97.1,44.5,62.1
muskmelon,6.7,28.9,80.4,118.6,48.1,86.8
muskmelon,7.1,25.7,84.4,100.6,48.7,97.5
muskmelon,7.3,33.5,82.6,96.7,48.3,91.1
muskmelon,7.1,26.3,84.2,102.7,56.6,62.3
muskmelon,6.9,31,81.9,85.1,46.2,97.3
muskmelon,7.5,25.2,82.3,107.4,55.7,99.2
muskmelon,6.8,30.8,83.5,93.2,55.7,88.9
muskmelon,6.9,25.9,75.6,114,55.4,98.8
muskmelon,7.3,25.4,79.6,86.9,49.9,69.7
muskmelon,7.4,25.3,78,90.4,50.6,92.9
muskmelon,6.6,31.7,79.8,110.1,57.4,69.4
muskmelon,7.5,30.9,82,111.9,40.5,74.7
muskmelon,7.3,28.5,75.7,106.5,59.7,70.1
muskmelon,6.9,30.4,83.8,105,55.1,99.1
muskmelon,7,33.9,80.7,90.9,55.8,66.6
muskmelon,6.6,32,79.4,119.1,41.2,95.5
muskmelon,6.9,27.8,81,94.4,51.3,93.6
muskmelon,6.9,32.2,83.7,94.7,59.8,63.9
muskmelon,7.4,32.4,84.5,110.9,50.4,88.9
muskmelon,6.9,31.6,75.5,87.1,51.7,95.6
muskmelon,7,26.2,78.5,84.7,43.9,63.1
muskmelon,7.1,32.2,81.1,110.2,58.2,63.2
muskmelon,6.8,30.6,78.1,104.1,52.3,87.8
muskmelon,6.7,25.5,81.8,80.7,59.8,96
muskmelon,7.1,29.5,81.3,90.3,49,71.3
muskmelon,7.2,27.7,84.1,80.1,41.2,75.3
muskmelon,7,26.9,79.4,101,47.1,76.2
muskmelon,7.1,34.5,75.3,116.8,51.6,61.4
muskmelon,6.8,32.1,81.1,87.6,51.2,62
muskmelon,7.3,29.5,76.9,95.8,46.9,63.2
muskmelon,6.7,34.1,76.9,80.1,52.7,61.5
muskmelon,7.2,25.2,83.2,108.1,50.4,76.5
muskmelon,6.9,30.9,80.7,87.8,45.3,95.4
muskmelon,6.7,28.9,84,80.1,56.4,66
muskmelon,7,26.1,75.3,114.6,47.4,62.6
muskmelon,7.3,33.5,77.9,111.4,40.3,73.1
muskmelon,7.3,30.4,80.5,107.5,53.7,83.9
muskmelon,6.7,32.6,84.4,104.8,57.6,90.3
muskmelon,7.1,32.9,82.6,112.8,42.7,99.7
muskmelon,7.2,25.5,81.2,104.6,48.3,70.7
muskmelon,6.6,26.2,75.5,94,56.6,62.6
muskmelon,6.5,31.8,85,88.9,44.2,93.5
muskmelon,7.3,30.9,84.7,89.3,54.8,64.8
muskmelon,6.8,31.6,75.3,81.4,56.3,82.8
muskmelon,6.8,34.4,82,117.1,51.1,75
muskmelon,6.9,29.6,79.2,99.4,44.3,88.8
muskmelon,7.4,32.2,78.3,89,45.9,62.7
muskmelon,7.2,28.4,81.4,117.2,56.8,75.3
muskmelon,7,25.1,75.3,88.6,45.8,81.3
muskmelon,7.2,28.7,83.5,88.2,45.1,64.4
muskmelon,6.9,34,78.2,117.4,55.8,81
muskmelon,6.6,31.2,76.9,105.1,53.2,68.3
muskmelon,6.9,31.2,76.1,99.5,56.1,89.5
muskmelon,7.5,28.3,78.3,104.8,56.3,61.4
muskmelon,7.1,27.4,79.3,92.7,42.1,70.5
muskmelon,7.4,26.1,77.7,95.6,58.2,92.6
muskmelon,7.3,31.6,75.7,103.5,49.9,91.6
muskmelon,7.1,25.6,82.5,109.1,53.1,94
muskmelon,6.7,31.2,84,98.8,47.5,72.6
muskmelon,7.4,30.1,76.2,94,56.9,87.1
muskmelon,7.2,25.3,79.9,115.2,53.3,84.6
muskmelon,6.9,34,76.5,107.1,56,74.1
muskmelon,6.6,30.3,78,85.9,45.3,79.7
muskmelon,7.1,28.8,83.3,115.3,50.9,62.4
muskmelon,7.1,31,77.5,107.1,46.9,100
muskmelon,7.3,28.5,83,95.5,54.2,79.1
muskmelon,7.4,28.8,78.1,102,42,87.3
muskmelon,6.9,28.9,79.9,108.7,55.8,94.5
muskmelon,6.7,33.7,84.1,90.3,57.7,63.7
muskmelon,7.3,28.3,77.9,83.1,44.1,98
muskmelon,7.2,26.1,82.4,119.9,41.1,79.6
muskmelon,7,27.1,82.5,105.9,48,63.6
muskmelon,7,29.6,79,110.7,50.4,62.7
muskmelon,6.8,31.2,75.1,103.8,58.3,67.2
muskmelon,6.5,31.5,83.3,81,53.1,69.3
muskmelon,7,32.8,80.3,102.4,46.2,94.1
muskmelon,7.5,30.8,81.1,113.2,46.3,95.1
muskmelon,6.6,33,77.1,116.5,51.6,86.3
muskmelon,6.5,32.2,83.3,117.7,47.3,65.8
muskmelon,7.3,27.6,80,119.9,45.7,68.1
muskmelon,7.3,25.3,82.7,96.4,54.2,90.6
muskmelon,6.6,28.6,75.8,113.4,43.8,91.2
muskmelon,7.4,30.3,84,99.4,46.1,67.2
muskmelon,7.1,29.2,75.4,117.5,48.2,71.3
muskmelon,7.3,27.1,82.1,101,48.2,74.5
muskmelon,7.1,27.3,76.9,92,46.7,90.6
muskmelon,7.2,28.1,78.8,94.6,42.7,81.7
muskmelon,7.3,32.2,75.4,101.8,49,94.8
muskmelon,7.3,25.2,80.8,105.8,59.6,89.1
muskmelon,6.6,32.3,84.3,99,55.6,93.2
muskmelon,6.6,32.9,83.1,97,46,91.9
